pid,date,archive_number,title,description,extent,condition,date_unvalidated,creator,collector,materials,collection,key,order,layout,notes,thumbnail,full
645,2023-10-25,23-01/2-1-14,Desk Calendar and Address Book,Desk Calendar and Address Book,1,Fair,Unknown,Unknown,Unknown,"Plastic, Glass, Paper",tinui,object,644,tinui_item,"","",""
646,2023-10-25,23-01/2-1-15,Tinui Castlepoint Uriti Community Trust Directory 1999,Tinui Castlepoint Uriti Community Trust Directory 1999,1,Good,1999,Tinui Castlepoint Uriti Community Trust,Unknown,"Plastic, Metal, Paper",tinui,object,645,tinui_item,"","",""
647,2023-10-25,23-01/2-1-16,Wire Basket,"Wire Basket, for letters etc.",1,Good,Unknown,Unknown,Unknown,Metal,tinui,object,646,tinui_item,"","",""
648,2023-10-25,23-01/2-1-17,"Stephen's Black Endorsing Ink Pad, in Tin","Stephen's Black Endorsing Ink Pad, in Tin",1,Good,Unknown,Stephen's,Unknown,"Metal, Paint, Ink",tinui,object,647,tinui_item,"","",""
649,2023-10-25,23-01/2-1-18,Metal Water Tray with roller,"Metal Water Tray with roller for adhereing stamps. Reads ""P.&T.. N.Z.""",1,Fair,Unknown,NZ Post Office,Unknown,"Metal, Wood, Paint",tinui,object,648,tinui_item,"","",""
650,2023-10-25,23-01/2-1-19,Tinui Fire Station Hat,Tinui Fire Station Hat,3,Good,Unknown,Unknown,Unknown,"Plastic, Fabric, Thread.",tinui,object,649,tinui_item,"","",""
651,2023-10-25,23-01/2-1-20,"Hand Shearing Scissors, rusted","Hand Shearing Scissors, rusted",1,Poor,Unknown,Unknown,Unknown,Metal,tinui,object,650,tinui_item,"","",""
652,2023-10-25,23-01/2-1-21,District Directory Booklet,District Directory Booklet,1,Good,Unknown,Unknown,Unknown,Paper,tinui,object,651,tinui_item,"","",""
653,2023-10-25,23-01/2-1-22,Post Office Pole with Metal Hook,Post Office Pole with Metal Hook,1,Good,Unknown,Unknown,Unknown,"Wood, Metal",tinui,object,652,tinui_item,"","",""
654,2023-10-25,23-01/2-1-23,Bale Marking Wheel with Cyphers,"Bale Marking Wheel with Cyphers. ""LBS, PCS, CRT, BLS""",1,Good,Unknown,Unknown,Unknown,Metal,tinui,object,653,tinui_item,"","",""
655,2023-10-25,23-01/2-1-24,Bale Marking Wheel A to M,Bale Marking Wheel A to M and handle,1,Good,Unknown,Unknown,Unknown,Metal,tinui,object,654,tinui_item,"","",""
656,2023-10-25,23-01/2-1-25,"Bale Marking Wheel ""BIN""","Bale Marking Wheel ""BIN""",1,Good,Unknown,Unknown,Unknown,Metal,tinui,object,655,tinui_item,"","",""
657,2023-10-25,23-01/2-1-26,Bale Marking Wheel N to Z,Bale Marking Wheel N to Z and handle,1,Good,Unknown,Unknown,Unknown,Metal,tinui,object,656,tinui_item,"","",""
658,2023-10-25,23-01/2-1-27,Bale Marking Wheel 0 to 9,"Bale Marking Wheel, numbers 0-9 and handle",1,Good,Unknown,Unknown,Unknown,Metal,tinui,object,657,tinui_item,"","",""
659,2023-10-25,23-01/2-1-28,Shearing Tally Book 1969-70,"Shearing Tally Book 1969-70, by the National Mortgage and Agency Company of New Zealand Ltd.",1,Good,1969,National Mortgage and Agency Company of New Zealand Ltd.,Unknown,Paper,tinui,object,658,tinui_item,"","",""
660,2023-10-25,23-01/2-1-29,Shearing Booklet,"Shearing Booklet, by the National Mortgage and Agency Company of New Zealand Ltd. Tally of Shearers hours etc.",1,Good,Unknown,National Mortgage and Agency Company of New Zealand Ltd.,Unknown,Paper,tinui,object,659,tinui_item,"","",""
661,2023-10-25,23-01/2-1-30,Shearing Tally Book 1970-71,Shearing Tally Book 1970-71,1,Good,1970,National Mortgage and Agency Company of New Zealand Ltd.,"",Paper,tinui,object,660,tinui_item,"","",""
662,2023-10-25,23-01/2-1-31,Yellow Plastic Tool with ribbons,Yellow Plastic Tool with ribbons,1,Good,Unknown,Unknown,Unknown,"Plastic, Ribbon",tinui,object,661,tinui_item,"","",""
663,2023-10-25,23-01/2-1-32,Acceptrone Lamb Fostering Medicine in Box,Acceptrone Lamb Fostering Medicine in Box,1,Good,Unknown,Unknown,Unknown,"Plastic, Cardboard",tinui,object,662,tinui_item,"","",""
664,2023-10-25,23-01/2-1-33,"""Wolseley"" Shears ","""Wolseley"" Shears with leather piece and attachment for cord ",1,Poor,Unknown,Wolseley,Unknown,"Metal, Leather",tinui,object,663,tinui_item,"","",""
665,2023-10-25,23-01/2-1-34,"""Lister"" Shears with Leather Grip","""Lister"" Shears with Leather Grip",1,Poor,Unknown,Lister,Unknown,"Metal, Leather, Plastic, String",tinui,object,664,tinui_item,"","",""
666,2023-10-25,23-01/2-1-35,"Animal Medical Equipment, Marked ""H""","Animal Medical Equipment, Marked ""H""",1,Good,Unknown,Unknown,Unknown,"Metal, Glass",tinui,object,665,tinui_item,"","",""
667,2023-10-25,23-01/2-1-36,"Farm equipment, metal tube with squeeze handle and rubber end","Farm equipment, metal tube with squeeze handle and rubber end",1,Good,Unknown,Unknown,Unknown,"Metal, Rubber",tinui,object,666,tinui_item,"","",""
668,2023-10-25,23-01/2-1-37,"""Elliotts"" Wotan Injector in Box","""Elliotts"" Wotan Injector in Box, metal and glass injector in cardboard box",1,Good,Unknown,Elliotts,Unknown,"Metal, Glass, Cardboard",tinui,object,667,tinui_item,"","",""
669,2023-10-25,23-01/2-1-38,Metal Clamping Equipment,Metal Clamping Equipment,1,Fair,Unknown,Unknown,Unknown,Metal,tinui,object,668,tinui_item,"","",""
670,2023-10-25,23-01/2-1-39,Animal Medical Equipment,Animal Medical Equipment,1,Good,Unknown,Unknown,Unknown,"Metal, Glass",tinui,object,669,tinui_item,"","",""
671,2023-10-25,23-01/2-1-40,"""Elliotts"" Drench Doser, Long end","""Elliotts"" Drench Doser, Long end",1,Good,Unknown,Elliotts,Unknown,Metal,tinui,object,670,tinui_item,"","",""
672,2023-10-25,23-01/2-1-41,"""Book for Farmers: Stock Diseases"" Reference Book","""Book for Farmers: Stock Diseases"" Reference Book, Green cover with hand",1,Good,Unknown,Bayer Germany,Unknown,"Paper, Plastic",tinui,object,671,tinui_item,"","",""
673,2023-10-25,23-01/2-1-42,"""A.C. and D.C Electric Shearing Gear Operating instructions"" Booklet","""A.C. and D.C Electric Shearing Gear Operating instructions"" Booklet",1,Fair,Unknown,Sunbeam Ltd. Australia,Unknown,Paper,tinui,object,672,tinui_item,"","",""
674,2023-10-25,23-01/2-1-43,Shearing Tally Book Green Cover,Shearing Tally Book Green Cover,1,Good,Unknown,Levin & Company Limited Wellington,Unknown,"Paper, Ink",tinui,object,673,tinui_item,"","",""
675,2023-10-25,23-01/2-1-44,"""Lister"" Metal box with Wolseley Sheering Combs inside","""Lister"" Metal box with Wolseley Sheering Combs inside",1,Good,Unknown,Unknown,Unknown,Metal,tinui,object,674,tinui_item,"","",""
676,2023-10-25,23-01/2-1-45,"Leather box of wide metal combs for ""Lister Sheep Shearing Machine""","Leather box of wide metal combs for ""Lister Sheep Shearing Machine""",1,Good,Unknown,Lister,Unknown,"Leather, Paint, Metal",tinui,object,675,tinui_item,"","",""
677,2023-10-25,23-01/2-1-46,Rotary Phone,Rotary Phone,1,Good,Unknown,Unknown,Unknown,"Plastic, Metal, wire",tinui,object,676,tinui_item,"","",""
678,2023-10-25,23-01/2-1-47,Large Leather carry case,Large Leather carry case,1,Good,Unknown,Unknown,Unknown,"Leather, Metal, thread",tinui,object,677,tinui_item,"","",""
679,2023-10-25,23-01/2-1-48,Fish Shaped Glass Vase,Fish Shaped Glass Vase,1,Good,Unknown,Unknown,Unknown,Glass,tinui,object,678,tinui_item,"","",""
680,2023-10-25,23-01/2-1-49,Metal Letter Slot and Door knocker,"Metal Letter Slot and Door knocker, reads ""Letters""",1,Good,Unknown,Unknown,Unknown,Metal,tinui,object,679,tinui_item,"","",""
681,2023-10-25,23-01/2-1-50,Green Velvet Folding Chair,Green Velvet Folding Chair,1,Good,Unknown,Unknown,Unknown,"Wood, Fabric, Thread",tinui,object,680,tinui_item,"","",""
682,2023-10-25,23-01/2-1-51,Glass Inkwell,Glass Inkwell,2,Good,Unknown,Unknown,Unknown,Glass,tinui,object,681,tinui_item,"","",""
683,2023-10-25,23-01/2-1-52,New Zealand Journal of Agriculture Envelopes,New Zealand Journal of Agriculture Envelopes,3,Fair,Unknown,Department of Agriculture,Unknown,"Paper, Ink",tinui,object,682,tinui_item,"","",""
684,2023-10-25,23-01/2-1-53,Fountain Pen with wooden handle,Fountain Pen with wooden handle,1,Fair,Unknown,Unknown,Unknown,"Metal, Wood",tinui,object,683,tinui_item,"","",""
685,2023-10-25,23-01/2-1-54,"Locked Cloth Bag, with padlock","Locked Cloth Bag, with padlock",1,Good,Unknown,NZ Post Office,Unknown,"Fabric, Leather, Metal, Thread",tinui,object,684,tinui_item,"","",""
686,2023-10-25,23-01/2-1-55,"Locked Cloth Bag, no padlock","Locked Cloth Bag, no padlock",1,Good,Unknown,NZ Post Office,Unknown,"Fabric, Leather, Metal, Thread",tinui,object,685,tinui_item,"","",""
687,2023-10-25,23-01/2-1-56,Post Office Savings Bank Ruler,Post Office Savings Bank Plastic Ruler,1,Good,Unknown,NZ Post Office,Unknown,Plastic,tinui,object,686,tinui_item,"","",""
688,2023-10-25,23-01/2-1-57,N.Z.P.O Ruler,N.Z.P.O (New Zealand Post Office) wooden ruler,1,Good,Unknown,NZ Post Office,Unknown,"Wood, Paint",tinui,object,687,tinui_item,"","",""
689,2023-10-25,23-01/2-1-58,"Tinui & Districts Lions wall hanging, small","Tinui & Districts Lions wall hanging, Small",1,Good,Unknown,Unknown,Unknown,"Fabric, Thread, Wood, Ink",tinui,object,688,tinui_item,"","",""
690,2023-10-25,23-01/2-1-59,Metal Notebook Case,Metal Notebook Case with Black West Highland Terrier on Front,1,Good,Unknown,Unknown,Unknown,"Metal, Paint",tinui,object,689,tinui_item,"","",""
691,2023-10-25,23-01/2-1-60,Metal Warning Sign,"Metal Warning Sign ""Warning: Buried telephone cables - Inquire Post Office Before excavating.""",2,Fair,Unknown,Unknown,Unknown,"Metal, Paint",tinui,object,690,tinui_item,"","",""
692,2023-10-25,23-01/2-1-61,"Concealled Electrical Wires Sign, ""1.3m""","Concealled Electrical Wires Sign, ""1.3m""",1,Good,Unknown,Unknown,Unknown,"Metal, Paint",tinui,object,691,tinui_item,"","",""
693,2023-10-25,23-01/2-1-62,"Concealled Electrical Wires Sign, ""5.2m""","Concealled Electrical Wires Sign, ""5.2m""",1,Fair,Unknown,Unknown,Unknown,"Metal, Paint",tinui,object,692,tinui_item,"","",""
694,2023-10-25,23-01/2-1-63,"Framed Painting of the Tinui Mail Coach, 1913","Framed Painting of the Tinui Mail Coach, 1913, ""Fly & Young Ltd.""",1,Good,1913,Fly & Young Ltd.,Unknown,"Wood, Glass, Paper, Metal, Paint",tinui,object,693,tinui_item,"","",""
695,2023-10-25,23-01/2-1-64,Framed Post Office Communications Testimonial ,Framed Post Office Communications Testimonial to Mrs. Alice Street upon the closure of the Post Office at Whareama on the 31st of March 1948.,1,Good,1948-04-12T12:00:00Z,"Mr. Cooper, General Post Office, Wellington",Unknown,"Wood, Glass, Paper, Metal, Ink",tinui,object,694,tinui_item,"","",""
696,2023-10-25,23-01/2-1-65,Ballantyne & Hunter Ltd. Safe,Ballantyne & Hunter Ltd. Safe,1,Good,Unknown,Ballantyne & Hunter Ltd.,Unknown,"Metal, Paint",tinui,object,695,tinui_item,"","",""
697,2023-10-25,23-01/2-1-66,"Framed Photograph of ""Fly & Young's Mail Cars leaving the Post Office for Tinui and Castlepoint""","Framed Photograph of ""Fly & Young's Mail Cars leaving the Post Office for Tinui and Castlepoint""",1,Good,Unknown,Fly & Young Ltd.,Unknown,"Wood, Glass, Paper, Metal, Ink",tinui,object,696,tinui_item,"","",""
698,2023-10-25,23-01/2-1-67,"""Somethin's Brewin' on the Coast"" New Years Eve Party Invitation","""Somethin's Brewin' on the Coast"" New Years Eve Party Invitation 1971",1,Good,1971,Unknown,Unknown,"Paper, Ink",tinui,object,697,tinui_item,"","",""
699,2023-10-25,23-01/2-1-68,Telelink Wooden Sign,"Telelink Wooden Sign. Sign reads ""Telelink registered subscriber rural and urban information service, helping the community 1994.""",1,Good,1994,Unknown,Unknown,"Wood, Plastic",tinui,object,698,tinui_item,"","",""
700,2023-10-25,23-01/2-1-69,"New Zealand Post Letter Gauge, 20mm Maximum","New Zealand Post Letter Gauge, 20mm Maximum",1,Good,Unknown,NZ Post Office,Unknown,Plastic,tinui,object,699,tinui_item,"","",""
701,2023-10-25,23-01/2-1-70,Bank of New Zealand Fabric Bag,Bank of New Zealand Fabric Bag,1,Good,Unknown,Bank of New Zealand,Unknown,"Fabric, Ink",tinui,object,700,tinui_item,"","",""
702,2023-10-25,23-01/2-1-71,Bag of Newspapers,"Bag of Newspapers, very delicate",1,Poor,Unknown,Unknown,Unknown,"Paper, Ink",tinui,object,701,tinui_item,Did not risk handling,"",""
703,2023-10-25,23-01/2-1-72,Phone with glass window,Phone with glass window,1,Good,Unknown,Unknown,Unknown,"Plastic, Wire, Glass",tinui,object,702,tinui_item,"","",""
704,2023-10-25,23-01/2-1-73,"Rotary Phone ""Automatic""","Rotary Phone ""Automatic""",1,Good,Unknown,Unknown,Unknown,"Plastic, Metal, Wire",tinui,object,703,tinui_item,"","",""
705,2023-10-25,23-01/2-3-1,Ingram's Sterilendum Enema Equipment and box,Ingram's Sterilendum Enema Equipment and box,1,Good,Unknown,Ingram's,Unknown,"Rubber, Cardboard, Ink",tinui,object,704,tinui_item,"","",""
706,2023-10-25,23-01/2-3-2,Box of Assorted Hair Clippers and Blades,Box of Assorted Hair Clippers and Blades,1,Good,Unknown,Unknown,Unknown,Metal,tinui,object,705,tinui_item,"","",""
707,2023-10-25,23-01/2-3-3,Small Metal Cupboard of Dental Tools,"Small Metal Cupboard of Dental Tools, painted white",1,Good,Unknown,Unknown,Unknown,"Metal, Paint, Plastic",tinui,object,706,tinui_item,"","",""
708,2023-10-25,23-01/2-3-4,Eugene Automatic Hair Dryer,Eugene Automatic Hair Dryer with stand and cable.,1,Good,Unknown,Unknown,Unknown,"Metal, Plastic, Rubber",tinui,object,707,tinui_item,"","",""
709,2023-10-25,23-01/2-3-5,Metal Syringe in Box,Metal Syringe with needles in Cardboard Box,1,Fair,Unknown,Unknown,Unknown,"Metal, Glass, Cardboard",tinui,object,708,tinui_item,"","",""
710,2023-10-25,23-01/2-3-6,Medical Examination Table for Small Children,Medical Examination Table for Small Children with meauring tapes and mattress.,1,Good,Unknown,Unknown,Unknown,"Wood, Plastic, Stuffing, Metal",tinui,object,709,tinui_item,"","",""
711,2023-10-25,23-01/2-3-7,Framed Order of Forestors Certificate,Framed Order of Forestors Certificate belonging to Rupert W. Perry and awarded on the 30th of June 1914,1,Good,1914-06-29T12:30:00Z,Unknown,Unknown,"Wood, Glass, Paper, Metal, Ink",tinui,object,710,tinui_item,"","",""
712,2023-10-25,23-01/2-3-8,Burman Clippers in Box ,"Burman Clippers in Box, Metal clippers in Cardboard box ",1,Good,Unknown,Burman,Unknown,"Metal, Cardboard",tinui,object,711,tinui_item,"","",""
713,2023-10-25,23-01/2-3-9,Jean Barete Bath Dusting Powder Tin,Jean Barete Bath Dusting Powder Tin,1,Poor,Unknown,Jean Barete,Unknown,"Metal, Paint",tinui,object,712,tinui_item,"","",""
714,2023-10-25,23-01/2-3-10,Reclining Leather Dental Chair,Reclining Leather Dental Chair,1,Good,Unknown,Unknown,Unknown,"Metal, Leather, Paint, Thread",tinui,object,713,tinui_item,"","",""
715,2023-10-25,23-01/2-3-11,Wooden Lamp with white shade,Wooden Lamp with white shade,1,Good,Unknown,Unknown,Unknown,"Wood, Fabric, Metal, Rubber",tinui,object,714,tinui_item,"","",""
716,2023-10-25,23-01/2-3-12,Wooden Height Measuring Tool,Wooden Height Measuring Tool,1,Good,Unknown,Unknown,Unknown,"Wood, Plastic",tinui,object,715,tinui_item,"","",""
717,2023-10-25,23-01/2-3-13,Blue Grey Leather Purse,Blue Grey Leather Purse with metal clasp,1,Good,Unknown,Unknown,Unknown,"Leather, Metal, Plastic, Thread",tinui,object,716,tinui_item,"","",""
718,2023-10-25,23-01/2-3-14,Blue and White Handbag,Blue and White Handbag with wicker detail and metal clasp.,1,Good,Unknown,Unknown,Unknown,"Plastic, Fabric, Metal, Thread",tinui,object,717,tinui_item,"","",""
719,2023-10-25,23-01/2-3-15,"Dental Caddy with Light, Sink and Tap","Dental Caddy with Light, Sink and Tap",1,Good,Unknown,Stevenson,Unknown,"Metal, Paint, Glass, Plastic",tinui,object,718,tinui_item,"","",""
720,2023-10-25,23-01/2-2-1,"Hay Knife, Long","Hay Knife, Long",1,Good,Unknown,Unknown,Unknown,"Metal, Wood",tinui,object,719,tinui_item,"","",""
721,2023-10-25,23-01/2-2-2,Bicycle Pump,Bicycle Pump with wooden handle,1,Good,Unknown,Unknown,Unknown,"Metal, Wood",tinui,object,720,tinui_item,"","",""
722,2023-10-25,23-01/2-2-3,Two handled blade,Two handled blade,1,Fair,Unknown,Unknown,Unknown,"Metal, Wood",tinui,object,721,tinui_item,"","",""
723,2023-10-25,23-01/2-2-4,Wright Chainsaw,Wright Chainsaw with handle,1,Fair,Unknown,Unknown,Unknown,"Metal, Plastic",tinui,object,722,tinui_item,"","",""
724,2023-10-25,23-01/2-2-5,Pioneer 650 Chainsaw,Pioneer 650 Chainsaw with handle,1,Fair,Unknown,Unknown,Unknown,"Metal, Plastic",tinui,object,723,tinui_item,"","",""
725,2023-10-25,23-01/2-2-6,Pioneer 14-50 Chainsaw,Pioneer 14-50 Chainsaw with handle,1,Fair,Unknown,Unknown,Unknown,"Metal, Plastic",tinui,object,724,tinui_item,"","",""
726,2023-10-25,23-01/2-2-7,Pioneer 620 Chainsaw,Pioneer 620 Chainsaw with handle,1,Fair,Unknown,Unknown,Unknown,"Metal, Plastic",tinui,object,725,tinui_item,"","",""
727,2023-10-25,23-01/2-2-8,New England Sewing Machine,New England Sewing Machine mounted in table with pedal,1,Fair,Unknown,Unknown,Unknown,"Wood, Metal, Paint",tinui,object,726,tinui_item,"","",""
728,2023-10-25,23-01/2-2-9,White Wooden Pram with Wheels,White Wooden Pram with Wheels,1,Fair,Unknown,Unknown,Unknown,"Wood, Paint, Metal",tinui,object,727,tinui_item,"","",""
729,2023-10-25,23-01/2-2-10,Guillotine with wooden base ,Guillotine with wooden base ,1,Good,Unknown,Unknown,Unknown,"Wood, Metal",tinui,object,728,tinui_item,"","",""
730,2023-10-25,23-01/2-2-11,Box of Small Cartridges,Box of Small Cartridges,1,Good,Unknown,Unknown,Unknown,"Cardboard, Metal",tinui,object,729,tinui_item,"","",""
731,2023-10-25,23-01/2-2-12,"Wooden shoe stretchers, painted gold ","Wooden shoe stretchers, painted gold ",1,Good,Unknown,Unknown,Unknown,"Wood, Metal, Paint",tinui,object,730,tinui_item,"","",""
732,2023-10-25,23-01/2-2-13,"Folding Ruler, Small","Folding Ruler, Small",1,Good,Unknown,Unknown,Unknown,"Wood, Metal, Ink",tinui,object,731,tinui_item,"","",""
733,2023-10-25,23-01/2-2-14,Arrow Darts in Box,Arrow Darts in Cardboard Box,1,Good,Unknown,Unknown,Unknown,"Metal, Paint, Cardboard",tinui,object,732,tinui_item,"","",""
734,2023-10-25,23-01/2-2-15,"Folding Ruler, Large","Folding Ruler, Large",1,Good,Unknown,Unknown,Unknown,"Wood, Metal, Ink",tinui,object,733,tinui_item,"","",""
735,2023-10-25,23-01/2-2-16,Oil Can,"Oil Can, Small with long spout",1,Good,Unknown,Unknown,Unknown,Metal,tinui,object,734,tinui_item,"","",""
736,2023-10-25,23-01/2-2-17,Large Wooden Spirit Level ,Large Wooden Spirit Level with Elephant logo,1,Good,Unknown,Unknown,Unknown,"Wood, Plastic",tinui,object,735,tinui_item,"","",""
737,2023-10-25,23-01/2-2-18,Small Metal Jug with Handle,Small Metal Jug with Handle,1,Good,Unknown,Unknown,Unknown,Metal,tinui,object,736,tinui_item,"","",""
738,2023-10-25,23-01/2-2-19,Brown and White Suitcase,Brown and White Suitcase with handle,1,Good,Unknown,Unknown,Unknown,"Fabric, Leather, Metal, Thread",tinui,object,737,tinui_item,"","",""
739,2023-10-25,23-01/2-2-20,"Box of New Zealand Farmer Magazines, brown","Box of New Zealand Farmer Magazines, brown",1,Good,Unknown,Unknown,Unknown,"Cardboard, Paper, Ink",tinui,object,738,tinui_item,"","",""
740,2023-10-25,23-01/2-2-21,"Hay Knife ""French""","Hay Knife with two handles and ""French"" written on in pen",1,Fair,Unknown,Unknown,Unknown,"Metal, Wood",tinui,object,739,tinui_item,"","",""
741,2023-10-25,23-01/2-2-22,"Metal Tool with wires, for Electric Fencing","Metal Tool with wires, for Electric Fencing",1,Good,Unknown,Unknown,Unknown,"Metal, Plastic, Rubber",tinui,object,740,tinui_item,"","",""
742,2023-10-25,23-01/2-2-23,Metal Pump with wooden handle,Metal Pump with wooden handle,1,Fair,Unknown,Unknown,Unknown,"Metal, Wood",tinui,object,741,tinui_item,"","",""
743,2023-10-25,23-01/2-2-24,Large Blade with handle,Large Blade with handle,1,Good,Unknown,Unknown,Unknown,"Metal, Wood",tinui,object,742,tinui_item,"","",""
744,2023-10-25,23-01/2-2-25,Singer Sewing Machine with light brown wooden case,Singer Sewing Machine with light brown wooden case,1,Good,Unknown,Singer,Unknown,"Wood, Metal, Paint",tinui,object,743,tinui_item,"","",""
745,2023-10-25,23-01/2-2-26,Soundcraft 84 Stereo System,"Soundcraft 84 Stereo System, top reads ""WGTN ED BOARD""",1,Good,1980s,Unknown,Unknown,"Wood, Metal, Plastic, Glass",tinui,object,744,tinui_item,"","",""
746,2023-10-25,23-01/2-2-27,Metal Frame,Metal Frame,1,Good,Unknown,Unknown,Unknown,"Metal, Leather",tinui,object,745,tinui_item,"","",""
747,2023-10-25,23-01/2-2-28,Hand saw,Hand saw,1,Good,Unknown,Unknown,Unknown,Metal,tinui,object,746,tinui_item,"","",""
748,2023-10-25,23-01/2-2-29,Metal basket with lining and straps,Metal basket with waterproof lining and straps,1,Good,Unknown,Unknown,Unknown,"Metal, Fabric, thread",tinui,object,747,tinui_item,Possibly for a horse?,"",""
749,2023-10-25,23-01/2-2-30,Lantern with handle,Lantern with handle,1,Good,Unknown,Unknown,Unknown,"Metal, Glass, Paint",tinui,object,748,tinui_item,"","",""
750,2023-10-25,23-01/2-2-31,"Box of assorted Magazines, Glenvale","Box of assorted Magazines, Glenvale",1,Good,Unknown,Unknown,Unknown,"Cardboard, Paper, Ink",tinui,object,749,tinui_item,"","",""
751,2023-10-25,23-01/2-2-32,"Box of assorted Magazines, Choysa","Box of assorted Magazines, Choysa",1,Good,Unknown,Unknown,Unknown,"Cardboard, Paper, Ink",tinui,object,750,tinui_item,"","",""
752,2023-10-25,23-01/2-2-33,"Box of New Zealand Farmer Magazines, Orange","Box of New Zealand Farmer Magazines, Orange",1,Good,Unknown,Unknown,Unknown,"Cardboard, Paper, Ink",tinui,object,751,tinui_item,"","",""
753,2023-10-25,23-01/2-2-34,Long Wooden Object with hinge and metal handles,Long Wooden Object with hinge and metal handles,1,Fair,Unknown,"Wild, Heerbrugg, Switzerland",Unknown,"Wood, Metal, Paint",tinui,object,752,tinui_item,"","",""
754,2023-10-25,23-01/2-2-35,Shears with Leather Piece,Shears with Leather Piece,1,Fair,Unknown,Unknown,Unknown,"Metal, Leather",tinui,object,753,tinui_item,"","",""
755,2023-10-25,23-01/2-2-36,R. Buchanan Three Pronged Metal Tool,R. Buchanan Three Pronged Metal Tool,1,Fair,Unknown,Unknown,Unknown,"Metal, Paint",tinui,object,754,tinui_item,"","",""
756,2023-10-25,23-01/2-2-37,Wooden Tool Box with Shoe Brushes,Wooden Tool Box with Shoe Brushes,1,Good,Unknown,Unknown,Unknown,"Wood, Plastic, Metal, Paint",tinui,object,755,tinui_item,"","",""
757,2023-10-25,23-01/2-2-38,Tinui Champagne Sunrise Sign,"Tinui Champagne Sunrise Sign. Sign reads ""1st Jan 2000 BBQ Breakfast""",1,Good,1999,Unknown,Unknown,"Wood, Paint",tinui,object,756,tinui_item,"","",""
758,2023-10-25,23-01/2-2-39,H.A Kelso Chemists Bottle,H.A Kelso Chemists Bottle,1,Good,Unknown,Unknown,Unknown,Glass,tinui,object,757,tinui_item,"","",""
759,2023-10-25,23-01/2-2-40,T.G. Mason Chemists Bottle,T.G. Mason Chemists Bottle with cork,1,Good,Unknown,Unknown,Unknown,"Glass, Cork",tinui,object,758,tinui_item,"","",""
760,2023-10-25,23-01/2-2-41,Rectangular Chemists Bottle,Rectangular Chemists Bottle,1,Good,Unknown,Unknown,Unknown,Glass,tinui,object,759,tinui_item,"","",""
761,2023-10-25,23-01/2-2-42,"Auger with wooden handle, large, black","Auger with wooden handle, large, black",1,Good,Unknown,Unknown,Unknown,"Metal, Wood",tinui,object,760,tinui_item,"","",""
762,2023-10-25,23-01/2-2-43,Metal Animal Trap,Metal Animal Trap,1,Good,Unknown,Unknown,Unknown,Metal,tinui,object,761,tinui_item,"","",""
763,2023-10-25,23-01/2-2-44,Hand Iron with Wooden handle,Hand Iron with Wooden handle,1,Fair,Unknown,Unknown,Unknown,"Metal, Wood",tinui,object,762,tinui_item,"","",""
764,2023-10-25,23-01/2-2-45,Iron Base,Iron Base,1,Poor,Unknown,Unknown,Unknown,Metal,tinui,object,763,tinui_item,"","",""
765,2023-10-25,23-01/2-2-46,"Drill bit, rusted metal with wooden handle ","Drill bit, rusted metal with wooden handle ",1,Good,Unknown,Unknown,Unknown,Metal,tinui,object,764,tinui_item,"","",""
766,2023-10-25,23-01/2-2-47,Blowtorch with wooden handle,Blowtorch with wooden handle,1,Fair,Unknown,Unknown,Unknown,"Metal, Wood",tinui,object,765,tinui_item,"","",""
767,2023-10-25,23-01/2-2-48,Blowtorch with metal handle,Blowtorch with metal handle,1,Fair,Unknown,Unknown,Unknown,"Metal, Wood",tinui,object,766,tinui_item,"","",""
768,2023-10-25,23-01/2-2-49,Short Axe,Short Axe,1,Poor,Unknown,Unknown,Unknown,"Metal, Wood",tinui,object,767,tinui_item,"","",""
769,2023-10-25,23-01/2-2-50,Horse Bit with twisted centre,Horse Bit with twisted centre,1,Good,Unknown,Unknown,Unknown,Metal,tinui,object,768,tinui_item,"","",""
770,2023-10-25,23-01/2-4-1,Cream Enamel Saucepan with Lid,Cream Enamel Saucepan with Lid,1,Good,Unknown,Unknown,Unknown,"Metal, Paint",tinui,object,769,tinui_item,"","",""
771,2023-10-25,23-01/2-4-2,Metal Baking Dish,Metal Baking Dish,1,Good,Unknown,Unknown,Unknown,Metal,tinui,object,770,tinui_item,"","",""
772,2023-10-25,23-01/2-4-3,Roasting dish with lid,Roasting dish with lid,1,Good,Unknown,Unknown,Unknown,"Metal, Paint",tinui,object,771,tinui_item,"","",""
773,2023-10-25,23-01/2-4-4,Green Enamel Casserole Pot,Green Enamel Casserole Pot,1,Good,Unknown,Unknown,Unknown,"Metal, Paint",tinui,object,772,tinui_item,"","",""
774,2023-10-25,23-01/2-4-5,"""Salter Pocket Balance"" Measuring Device","""Salter Pocket Balance"" Measuring Device",1,Good,Unknown,Salter,Unknown,"Metal, Paint",tinui,object,773,tinui_item,"","",""
775,2023-10-25,23-01/2-4-6,Metal Flour Sifter,Metal Flour Sifter with handle,1,Fair,Unknown,Unknown,Unknown,Metal,tinui,object,774,tinui_item,"","",""
776,2023-10-25,23-01/2-4-7,Pressure Cooker with wooden handle,Pressure Cooker with wooden handle,1,Good,Unknown,Unknown,Unknown,"Metal, Wood",tinui,object,775,tinui_item,"","",""
777,2023-10-25,23-01/2-4-8,Cream Enamel Colander,Cream Enamel Colander,1,Good,Unknown,Unknown,Unknown,"Metal, Paint",tinui,object,776,tinui_item,"","",""
